,State,County,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens,Men in Law-Enforcement,Women in Law-Enforcement,Law-Enforcement per 1000,Unemployment Rate (%)
748,ILLINOIS,VERMILION,79613,40.1,43552,22733,15093,18.95795913,3473,315,68,4.81077211,4.362352882
749,ILLINOIS,WABASH,11587,42.6,46871,24697,1376,11.87537758,506,21,7,2.416501251,4.366962976
750,ILLINOIS,WARREN,17611,39.9,44067,23350,2533,14.38305604,724,55,4,3.350178865,4.111066947
751,ILLINOIS,WASHINGTON,14369,42.8,54936,29548,1580,10.99589394,412,111,12,8.560094648,2.867283736
752,ILLINOIS,WAYNE,16517,42.7,46903,24342,2552,15.45074771,408,55,0,3.329902525,2.470182236
753,ILLINOIS,WHITE,14410,44.5,43678,25065,1960,13.60166551,555,65,0,4.510756419,3.851492019
754,ILLINOIS,WHITESIDE,57155,42.8,49151,26155,6388,11.17662497,1927,314,32,6.053713586,3.371533549
755,ILLINOIS,WILL,685378,37,77507,32311,51976,7.583552434,24556,3224,667,5.677159173,3.582840418
756,ILLINOIS,WILLIAMSON,67336,40.9,45902,25238,9724,14.44101224,2361,707,95,11.91041939,3.50629678
757,ILLINOIS,WINNEBAGO,288896,39.3,49468,26187,44086,15.26016283,15557,678,91,2.661857554,5.384982831
758,ILLINOIS,WOODFORD,39123,40,68040,32360,2942,7.51987322,1045,194,18,5.418807351,2.671063058
759,INDIANA,ADAMS,34813,33.7,47572,21173,6140,17.63708959,872,38,22,1.723494097,2.504811421
760,INDIANA,ALLEN,365565,35.6,49574,26058,54545,14.92073913,13152,860,134,2.719078686,3.5977186
761,INDIANA,BARTHOLOMEW,80203,37.9,55874,28631,9975,12.43719063,2165,154,49,2.531077391,2.699400272
762,INDIANA,BENTON,8709,40.5,48069,23181,1096,12.58468251,201,9,1,1.148237456,2.307957286
763,INDIANA,BLACKFORD,12364,43.4,38791,21980,1447,11.70333225,480,32,0,2.588159172,3.882238758
764,INDIANA,BOONE,61884,38.9,72774,40487,3719,6.009630922,1074,119,26,2.34309353,1.735505139
765,INDIANA,BROWN,14965,48.3,56323,30279,1882,12.57601069,412,35,0,2.338790511,2.753090545
766,INDIANA,CARROLL,20007,42.3,54140,25647,2139,10.69125806,697,63,20,4.148548008,3.483780677
767,INDIANA,CASS,38324,40.5,43918,22625,5640,14.71662666,1429,284,114,10.38513725,3.728733953
768,INDIANA,CLARK,113993,38.8,51844,25693,11153,9.783934101,3664,353,133,4.263419684,3.214232453
769,INDIANA,CLAY,26568,40.4,49735,22913,4358,16.40319181,830,230,84,11.8187293,3.124059018
770,INDIANA,CLINTON,32692,38.6,50096,23260,4052,12.3944696,977,36,24,1.835311391,2.988498715
771,INDIANA,CRAWFORD,10582,43.3,41173,19756,2034,19.22131922,290,45,2,4.441504442,2.740502741
772,INDIANA,DAVIESS,32583,34.6,47939,21472,4329,13.28606942,836,113,0,3.468066169,2.565755148
773,INDIANA,DEARBORN,49552,42.3,60834,28471,4537,9.156038101,1886,195,15,4.237972231,3.80610268
774,INDIANA,DECATUR,26340,39.1,51185,24175,3375,12.81321185,716,72,13,3.227031131,2.718299165
775,INDIANA,DEKALB,42489,38.9,50398,25132,5387,12.67857563,1348,102,7,2.56536986,3.172585846
776,INDIANA,DELAWARE,116463,35.1,39537,21566,23995,20.60311,5392,245,40,2.447129131,4.629796588
777,INDIANA,DUBOIS,42345,40.9,55154,27331,3545,8.371708584,649,171,0,4.038257173,1.532648483
778,INDIANA,ELKHART,201640,35.3,49692,22387,29381,14.57101766,6429,389,30,2.077960722,3.188355485
779,INDIANA,FAYETTE,23608,42.4,40851,21716,4472,18.94273128,959,76,17,3.939342596,4.062182311
780,INDIANA,FLOYD,76290,40,57494,29350,9050,11.86262944,2591,277,15,3.827500328,3.396251147
781,INDIANA,FOUNTAIN,16741,42.5,45924,25086,2081,12.4305597,647,41,3,2.628277881,3.864763156
782,INDIANA,FRANKLIN,22887,42.1,52128,24748,2591,11.32083716,698,57,22,3.451741163,3.049766243
783,INDIANA,FULTON,20412,41.5,46310,23507,2828,13.85459534,592,66,29,4.654125024,2.900254752
784,INDIANA,GIBSON,33684,40.3,49669,25990,3610,10.71725448,645,101,21,3.621897637,1.914855718
785,INDIANA,GRANT,68269,39.8,40272,20348,12183,17.84558145,2592,214,46,3.808463578,3.796745228
786,INDIANA,GREENE,32633,42.6,45153,23189,4810,14.73968069,933,228,42,8.273833236,2.859069041
787,INDIANA,HAMILTON,303042,36.3,87782,42361,15381,5.075534084,5800,484,138,2.052520773,1.913926122
788,INDIANA,HANCOCK,71955,39.8,68449,30011,5274,7.329580988,1850,291,41,4.613994858,2.571051352
789,INDIANA,HARRISON,39370,42.5,52926,25319,5139,13.05308611,1303,176,50,5.740411481,3.309626619
790,INDIANA,HENDRICKS,155817,37.5,73042,31335,7834,5.027692742,4152,949,87,6.648825224,2.664664318
791,INDIANA,HENRY,48953,42.5,44509,22182,7349,15.01235879,1825,222,31,5.168222581,3.728065696
792,INDIANA,HOWARD,82728,41.5,45928,25507,13665,16.51798666,2985,236,14,3.021951455,3.608210038
793,INDIANA,HUNTINGTON,36696,40.1,47042,23396,4227,11.51896664,985,82,0,2.234575976,2.684216263
794,INDIANA,JACKSON,43637,38.3,48546,23098,6317,14.47624722,1195,148,43,4.377019502,2.73850173
795,INDIANA,JASPER,33461,39.1,55485,24839,2488,7.435521951,1038,72,29,3.018439377,3.102118885
796,INDIANA,JAY,21196,39.4,42322,20234,3317,15.64917909,774,65,0,3.066616343,3.651632383
797,INDIANA,JEFFERSON,32482,40.5,47065,23006,4344,13.37356074,1139,181,94,8.466227449,3.506557478
798,INDIANA,JENNINGS,28023,39.6,47236,22374,4217,15.04835314,929,215,22,8.457338615,3.315133997
799,INDIANA,JOHNSON,147567,37.4,63023,29877,13473,9.130090061,4188,336,106,2.995249615,2.838032894
800,INDIANA,KNOX,37956,38.1,44624,22976,4980,13.12045526,1031,191,23,5.638107282,2.716303088
801,INDIANA,KOSCIUSKO,78461,37.8,54482,26854,8423,10.73526975,2111,162,0,2.064720052,2.69050866
802,INDIANA,LAGRANGE,38395,31.1,53947,21774,4728,12.3141034,684,83,0,2.16173981,1.781481964
803,INDIANA,LAKE,489698,38.2,50905,25483,84905,17.33823704,22770,1777,363,4.370040311,4.649804573
804,INDIANA,LAPORTE,110993,40,48165,24340,17621,15.87577595,4558,361,128,4.405683241,4.106565279
805,INDIANA,LAWRENCE,45696,42.4,46044,23743,5771,12.62911415,1230,125,18,3.129376751,2.691701681
806,INDIANA,MADISON,129862,40,44795,22997,20618,15.87685389,4723,670,259,7.153747825,3.636937672
807,INDIANA,MARION,932142,34.1,43369,25208,187586,20.12418709,44075,2320,792,3.338547131,4.728356838
808,INDIANA,MARSHALL,46833,39.8,49725,23372,5351,11.4257041,1749,47,0,1.003565862,3.734546153
809,INDIANA,MARTIN,10218,42.7,47457,23913,1228,12.01800744,272,22,22,4.306126444,2.661969074
810,INDIANA,MIAMI,36093,39.8,45646,21940,5416,15.00567977,1449,178,51,6.344720583,4.014628875
811,INDIANA,MONROE,143292,28.6,43389,25488,32044,22.36272786,5034,289,60,2.435586076,3.513106105
812,INDIANA,MONTGOMERY,38108,40.4,50253,24095,4635,12.16280046,1046,145,65,5.510653931,2.744830482
813,INDIANA,MORGAN,69504,41.2,57521,26556,8547,12.29713398,2262,271,71,4.92058011,3.25448895
814,INDIANA,NEWTON,14022,42.9,50058,24061,1833,13.07231493,490,61,0,4.350306661,3.494508629
815,INDIANA,NOBLE,47587,38.4,49657,23792,5320,11.17952382,1659,85,53,2.899951667,3.486246244
816,INDIANA,OHIO,6003,46.2,54653,25278,397,6.613359987,183,89,0,14.82592037,3.048475762
817,INDIANA,ORANGE,19579,40.9,41438,21295,3154,16.10909648,491,33,0,1.68547934,2.507788958
818,INDIANA,OWEN,21038,44.3,45388,22675,3074,14.6116551,688,80,21,4.800836581,3.27027284
819,INDIANA,PARKE,17033,41.6,42664,22247,2312,13.57365115,511,77,84,9.45223977,3.00005871
820,INDIANA,PERRY,19301,41.1,47396,21634,2561,13.26874255,356,97,35,6.839023885,1.844464017
821,INDIANA,PIKE,12554,43.4,48076,24367,1244,9.909192289,240,54,0,4.301417875,1.911741278
822,INDIANA,PORTER,167016,39.4,64874,30615,17560,10.51396273,5268,675,122,4.771997892,3.15418882
823,INDIANA,POSEY,25527,42.7,59918,30396,2451,9.601598308,590,46,45,3.564852901,2.311278254
824,INDIANA,PULASKI,12910,41.6,44884,23958,1710,13.24554609,442,66,28,7.281177382,3.423702556
825,INDIANA,PUTNAM,37626,37.8,52465,23040,3298,8.765215542,1101,173,43,5.74071121,2.926168075
826,INDIANA,RANDOLPH,25403,42,42418,22817,4319,17.00192891,775,93,8,3.975908357,3.050820769
827,INDIANA,RIPLEY,28633,40.8,52372,23980,2834,9.89767052,939,114,10,4.330667412,3.279432822
828,INDIANA,RUSH,16873,41.2,46380,24267,2981,17.66727908,459,23,20,2.548450187,2.720322409
829,INDIANA,ST. JOSEPH,267696,36.4,46174,24748,43926,16.4089116,10098,626,165,2.954844301,3.772189349
830,INDIANA,SCOTT,23734,40.9,46368,23103,3267,13.76506278,750,123,0,5.182438696,3.160023595
831,INDIANA,SHELBY,44404,41.5,52651,25478,5446,12.26466084,1785,192,5,4.436537249,4.019908116
832,INDIANA,SPENCER,20777,42.8,54870,25914,2013,9.688597969,608,82,8,4.331712952,2.92631275
833,INDIANA,STARKE,23069,41.9,43401,21343,3596,15.58801855,995,37,3,1.733928649,4.313147514
834,INDIANA,STEUBEN,34279,42.1,50418,25497,3407,9.939029727,1045,107,21,3.734064588,3.048513667
835,INDIANA,SULLIVAN,21026,41,43786,20219,3265,15.52839342,500,215,38,12.03272139,2.37800818
836,INDIANA,SWITZERLAND,10484,40.1,43456,20698,2221,21.18466234,327,102,10,10.68294544,3.119038535
837,INDIANA,TIPPECANOE,183397,27.9,47406,24221,36513,19.90926787,5842,543,55,3.260685835,3.185439238
838,INDIANA,TIPTON,15447,44.5,54023,27556,1328,8.597138603,401,77,43,7.768498738,2.595973328
839,INDIANA,UNION,7251,43.1,45104,22918,681,9.391808026,191,15,0,2.068680182,2.634119432
840,INDIANA,VANDERBURGH,181692,37.7,43311,25666,29710,16.35184818,5291,327,76,2.218039319,2.912070977
841,INDIANA,VERMILLION,15752,43,44409,22932,2077,13.18562722,431,50,41,5.777044185,2.736160488
842,INDIANA,VIGO,108099,36.1,41221,22079,20053,18.55058789,4205,719,130,7.853911692,3.889952729
843,INDIANA,WABASH,32177,42.1,47473,23745,3839,11.93088231,937,91,18,3.38751282,2.912017901
844,INDIANA,WARREN,8309,44.5,58623,28690,639,7.690456132,213,6,0,0.722108557,2.563485377
845,INDIANA,WARRICK,61427,40.6,61542,31021,5757,9.372100217,1419,195,6,3.27217673,2.310059095
846,INDIANA,WASHINGTON,27792,41,44883,22096,4100,14.75244675,1128,24,0,0.863557858,4.058721934
847,INDIANA,WAYNE,67423,40.9,39691,22227,12903,19.13738635,2257,235,58,4.345698056,3.347522359
848,INDIANA,WELLS,27836,40.7,51568,24544,3421,12.28984049,533,69,88,5.640178187,1.914786607
849,INDIANA,WHITE,24265,42.3,51547,25859,2376,9.791881311,652,198,0,8.159901092,2.686997733
850,INDIANA,WHITLEY,33354,41.3,54837,27062,2876,8.622653955,816,47,19,1.978773161,2.44648318
851,IOWA,ADAIR,7330,46,48765,27358,687,9.372442019,108,11,0,1.500682128,1.473396999
852,IOWA,ADAMS,3822,47.2,48598,26991,368,9.628466771,62,5,0,1.308215594,1.622187336
853,IOWA,ALLAMAKEE,14001,45.1,48089,27027,1388,9.913577602,343,24,0,1.714163274,2.449825012
854,IOWA,APPANOOSE,12602,44.8,40817,23617,1998,15.85462625,396,15,38,4.205681638,3.142358356
855,IOWA,AUDUBON,5793,48.3,47048,30085,651,11.23770067,84,13,4,2.934576213,1.450025893
856,IOWA,BENTON,25720,41.8,61222,30888,2324,9.035769829,524,111,19,5.054432348,2.037325039
857,IOWA,BLACK HAWK,132821,34.8,50348,26571,19605,14.76046709,4538,251,38,2.175860745,3.416628395
858,IOWA,BOONE,26411,41.1,54513,28412,2659,10.06777479,615,75,0,2.839725872,2.328575215
859,IOWA,BREMER,24663,38.9,64264,31001,1677,6.799659409,431,81,18,4.014110206,1.747557069
860,IOWA,BUCHANAN,21031,38.5,55881,30216,1905,9.058057154,407,66,0,3.138224526,1.935238458
861,IOWA,BUENA VISTA,20445,35.4,49942,25035,2575,12.59476645,506,35,36,3.472731719,2.474932746
862,IOWA,BUTLER,14933,43.7,52204,27085,1289,8.631889105,245,13,1,0.937520927,1.640661622
863,IOWA,CALHOUN,9876,45.4,44635,26210,1364,13.81125962,126,58,9,6.784123127,1.27582017
864,IOWA,CARROLL,20555,42,53785,28307,1899,9.238628071,286,52,2,2.62709803,1.391388956
865,IOWA,CASS,13433,44.6,45469,26411,1985,14.77704161,226,48,2,3.722176729,1.682423881
866,IOWA,CEDAR,18389,42.2,60435,29271,1162,6.318995051,342,69,14,4.513567894,1.859807494
867,IOWA,CERRO GORDO,43303,44.3,47788,28763,5422,12.52107244,957,98,7,2.424774265,2.210008544
868,IOWA,CHEROKEE,11752,46.5,51590,28783,1321,11.24063989,198,26,20,3.914227366,1.684819605
869,IOWA,CHICKASAW,12164,44.2,48013,26915,1073,8.821111476,200,25,0,2.055244985,1.644195988
870,IOWA,CLARKE,9273,39.7,46510,23742,1454,15.67993098,225,3,3,0.647039793,2.426399224
871,IOWA,CLAY,16478,41.7,48888,27883,1907,11.57300643,285,29,0,1.759922321,1.729578832
872,IOWA,CLAYTON,17735,45.9,48482,26960,1841,10.38060333,372,55,2,3.213983648,2.097547223
873,IOWA,CLINTON,47972,42.2,50067,27116,6405,13.3515384,1095,139,32,3.564579338,2.282581506
874,IOWA,CRAWFORD,17147,37.9,49699,26693,3681,21.46731207,500,15,7,1.283023269,2.915961976
875,IOWA,DALLAS,78074,35,78918,40468,4424,5.666419038,941,178,30,2.66413915,1.205266798
876,IOWA,DAVIS,8768,37.6,49696,24405,1617,18.44206204,163,14,0,1.596715328,1.859032847
877,IOWA,DECATUR,8210,36.8,38467,20808,1552,18.90377588,227,8,0,0.974421437,2.764920828
878,IOWA,DELAWARE,17445,43.2,59452,29978,1645,9.429635999,328,49,3,2.98079679,1.880194898
879,IOWA,DES MOINES,40114,42.2,44516,25151,6574,16.38829336,1153,108,27,3.365408586,2.874308222
880,IOWA,DICKINSON,17046,48.8,57914,36042,1153,6.764050217,315,48,14,3.637216942,1.847940866
881,IOWA,DUBUQUE,96359,38.5,56154,28526,11616,12.05491962,2091,251,32,2.936933758,2.170010067
882,IOWA,EMMET,9820,42.5,45536,27807,1223,12.45417515,273,23,0,2.342158859,2.780040733
883,IOWA,FAYETTE,20391,43.1,47711,26002,2581,12.657545,452,46,4,2.452062184,2.216664215
884,IOWA,FLOYD,16004,44.5,46406,26929,2219,13.86528368,290,19,14,2.061984504,1.812046988
885,IOWA,FRANKLIN,10393,42.5,47524,24909,1509,14.51938805,279,11,1,1.154623304,2.684499182
886,IOWA,FREMONT,7019,46.3,52922,29553,713,10.15814219,136,28,24,7.408462744,1.937597948
887,IOWA,GREENE,9083,45,47264,26103,950,10.45909942,276,36,2,4.183639767,3.03864362
888,IOWA,GRUNDY,12373,42.5,61606,32953,722,5.835286511,243,28,3,2.505455427,1.96395377
889,IOWA,GUTHRIE,10691,45.9,52702,29938,1116,10.43868675,182,25,0,2.33841549,1.702366476
890,IOWA,HAMILTON,15227,43,53970,28076,1612,10.58645826,232,25,0,1.641820451,1.523609378
891,IOWA,HANCOCK,11006,44.2,54813,27732,1026,9.322187898,101,40,8,4.361257496,0.917681265
892,IOWA,HARDIN,17324,44.4,51821,27657,1328,7.665666128,300,80,23,5.94550912,1.731701686
893,IOWA,HARRISON,14335,44,55845,27984,1474,10.28252529,211,16,3,1.325427276,1.47192187
894,IOWA,HENRY,19941,40.7,49606,24380,2508,12.57710245,460,155,14,8.475001254,2.306805075
895,IOWA,HOWARD,9430,42.1,49199,25567,1063,11.27253446,175,21,0,2.226935313,1.855779427
896,IOWA,HUMBOLDT,9607,43.3,47478,28654,1286,13.38607266,185,23,4,2.810450713,1.925679192
897,IOWA,IDA,7041,44.7,49957,29750,760,10.79392132,134,0,0,0,1.903138759
898,IOWA,IOWA,16326,41.8,55099,28640,1575,9.647188534,160,48,8,3.430111479,0.980031851
899,IOWA,JACKSON,19529,44.6,49115,25865,2653,13.58492498,478,58,0,2.969942137,2.447641968
900,IOWA,JASPER,36715,42.6,55503,26507,3227,8.789323165,907,136,53,5.147759771,2.470379954
901,IOWA,JEFFERSON,17662,41.1,45257,25120,2504,14.17732986,568,63,1,3.623598686,3.215943834
902,IOWA,JOHNSON,142006,29.9,56808,31981,23911,16.83802093,2667,338,44,2.690027182,1.878089658
903,IOWA,JONES,20481,43.8,55507,27891,2034,9.931155705,444,64,36,4.882574093,2.167862897
904,IOWA,KEOKUK,10234,44.1,45227,24650,1296,12.66367012,284,23,2,2.4428376,2.775063514
905,IOWA,KOSSUTH,15226,45.9,54231,29086,1454,9.54945488,144,64,9,4.794430579,0.94575069
906,IOWA,LEE,35172,43.4,44568,23470,5615,15.9644035,1382,324,63,11.00307062,3.929261913
907,IOWA,LINN,218076,37.2,60989,31854,19912,9.130761753,5111,431,98,2.425759827,2.343678351
908,IOWA,LOUISA,11251,40.7,51615,26093,1392,12.37223358,248,14,11,2.222024709,2.204248511
909,IOWA,LUCAS,8700,45.5,48768,26119,910,10.45977011,224,21,0,2.413793103,2.574712644
910,IOWA,LYON,11730,38.2,59888,27874,675,5.754475703,116,60,2,5.285592498,0.988917306
911,IOWA,MADISON,15661,40.9,60326,29430,1054,6.730093864,393,56,0,3.575761446,2.5094183
912,IOWA,MAHASKA,22324,39.9,49599,25823,3010,13.48324673,737,18,9,1.20946067,3.301379681
913,IOWA,MARION,33197,39.2,57412,27020,3108,9.362291773,692,37,18,1.656776215,2.08452571
914,IOWA,MARSHALL,40735,38.7,54193,25197,4267,10.47502148,1212,103,10,2.774027249,2.975328342
915,IOWA,MILLS,14841,42.8,66203,29492,1203,8.105922781,293,66,8,4.986186915,1.974260495
916,IOWA,MITCHELL,10757,43.7,52564,25990,970,9.017384029,196,30,2,2.974807102,1.82206935
917,IOWA,MONONA,9013,47,41455,26394,1273,14.12404305,182,14,3,1.886164429,2.019305448
918,IOWA,MONROE,7964,43.2,47515,25233,1032,12.95831241,229,27,27,6.780512305,2.875439478
919,IOWA,MONTGOMERY,10380,45.2,42641,23626,1529,14.73025048,437,22,3,2.408477842,4.210019268
920,IOWA,MUSCATINE,42949,38,55971,27029,4802,11.18070269,1000,40,8,1.117604601,2.328342918
921,IOWA,O'BRIEN,14055,43.4,52474,30933,1278,9.09284952,201,41,5,3.272856635,1.430096051
922,IOWA,OSCEOLA,6154,44.3,48457,25936,631,10.25349366,93,11,1,1.949951251,1.51121222
923,IOWA,PAGE,15552,44,46128,25461,2193,14.10108025,322,93,2,6.108539095,2.070473251
924,IOWA,PALO ALTO,9155,42.6,49109,26776,797,8.705625341,98,87,6,10.1583834,1.070453304
925,IOWA,PLYMOUTH,24972,41.5,60339,28975,2111,8.453467884,473,72,4,3.043408618,1.894121416
926,IOWA,POCAHONTAS,7061,47.3,46250,27599,885,12.53363546,172,25,4,4.107066988,2.435915593
927,IOWA,POLK,459159,35,61684,32232,55972,12.19011279,13359,1043,223,2.757214821,2.909449668
928,IOWA,POTTAWATTAMIE,93198,39.3,53260,27948,10668,11.44659757,2400,292,51,3.680336488,2.575162557
929,IOWA,POWESHIEK,18622,41,50725,26583,1687,9.059177317,432,18,11,1.55729782,2.319836752
930,IOWA,RINGGOLD,5054,46,46927,26175,533,10.5461021,117,6,0,1.187178472,2.314998021
931,IOWA,SAC,10034,45.9,49570,27088,997,9.936216863,202,53,12,6.477974885,2.013155272
932,IOWA,SCOTT,171116,37.7,56454,30037,20413,11.92933449,4292,509,110,3.617429112,2.508240024
933,IOWA,SHELBY,11944,47,52757,28178,1174,9.829202947,212,19,0,1.590756865,1.774949766
934,IOWA,SIOUX,34621,33.3,63466,27037,2444,7.059299269,338,57,18,2.166315242,0.976286069
935,IOWA,STORY,94834,25.8,51201,26032,19039,20.07613303,2817,306,43,3.680114727,2.970453635
936,IOWA,TAMA,17423,43.2,53833,26144,2195,12.59828962,502,30,0,1.721861907,2.881248924
937,IOWA,TAYLOR,6209,43.4,46510,26188,802,12.91673377,103,25,5,4.831695925,1.658882268
938,IOWA,UNION,12539,40.3,45934,25140,1585,12.64056145,274,47,16,5.024324109,2.185182231
939,IOWA,VAN BUREN,7380,44.8,46769,23765,1060,14.36314363,128,39,4,5.826558266,1.734417344
940,IOWA,WAPELLO,35242,39.5,42494,23116,6033,17.11877873,1224,66,7,2.071392089,3.473128653
941,IOWA,WARREN,48170,38.2,67090,31525,3402,7.062487025,1385,180,8,3.902844094,2.875233548
942,IOWA,WASHINGTON,22115,41.2,56864,27933,1947,8.8039792,503,51,0,2.306127063,2.274474339
943,IOWA,WAYNE,6403,43.9,42088,22461,924,14.43073559,87,12,5,2.655005466,1.358738092
944,IOWA,WEBSTER,37050,39.5,42196,23921,5362,14.47233468,1189,157,7,4.426450742,3.209176788
945,IOWA,WINNEBAGO,10580,42.8,49278,25917,1023,9.669187146,366,21,3,2.268431002,3.459357278
946,IOWA,WINNESHIEK,20789,40.6,57009,27240,1472,7.080667661,310,31,2,1.58737794,1.491173217
947,IOWA,WOODBURY,102426,35.3,49010,24469,14084,13.75041493,2729,177,61,2.323628766,2.664362564
948,IOWA,WORTH,7562,44.6,49472,25661,775,10.24861148,252,17,0,2.248082518,3.332451732
949,IOWA,WRIGHT,12891,44.4,46071,27111,1625,12.60569389,387,16,0,1.241176014,3.002094485
950,KANSAS,ALLEN,12951,41.7,40911,21577,1916,14.79422438,329,30,0,2.316423442,2.540344375
951,KANSAS,ANDERSON,7858,42,42146,21851,1171,14.90201069,141,25,0,3.181471112,1.794349707
952,KANSAS,ATCHISON,16557,36.6,46103,23151,2941,17.76287975,549,124,19,8.636830344,3.315818083
953,KANSAS,BARBER,4831,44.3,49455,26040,674,13.95156282,77,14,0,2.897950735,1.593872904
954,KANSAS,BARTON,27214,40.1,44449,25474,4137,15.2017344,787,101,50,5.548614684,2.891893878
955,KANSAS,BOURBON,14751,38.1,41529,21158,2489,16.87343231,172,129,10,9.42308996,1.166022643
956,KANSAS,BROWN,9810,42.9,44672,23247,1408,14.35270133,188,30,28,5.912334353,1.916411825
957,KANSAS,BUTLER,66264,38,60338,27888,6171,9.312749004,1764,269,86,5.357358445,2.662078957
958,KANSAS,CHASE,2694,46.2,41889,24353,324,12.02672606,50,9,0,3.340757238,1.855976244
959,KANSAS,CHAUTAUQUA,3470,49,37927,23398,504,14.52449568,100,4,0,1.152737752,2.88184438
960,KANSAS,CHEROKEE,20737,41.7,41240,20371,3315,15.98591889,630,77,16,4.484737426,3.038047934
961,KANSAS,CHEYENNE,2679,48.5,46058,27608,234,8.734602464,22,6,0,2.239641657,0.821201941
962,KANSAS,CLARK,2131,44.5,42976,24322,281,13.18629751,20,6,0,2.81557954,0.938526513
963,KANSAS,CLAY,8346,42,53041,27715,797,9.549484783,132,2,0,0.239635754,1.581595974
964,KANSAS,CLOUD,9302,41.5,40947,24677,1154,12.40593421,282,37,15,5.590195657,3.031606106
965,KANSAS,COFFEY,8433,44.4,57442,30242,892,10.57749318,207,54,7,7.23348749,2.454642476
966,KANSAS,COMANCHE,1898,47,43542,24574,156,8.219178082,47,5,0,2.634351949,2.476290832
967,KANSAS,COWLEY,35977,38,44960,22249,5546,15.41540429,1029,214,41,7.087861689,2.860160658
968,KANSAS,CRAWFORD,39281,32.5,37607,20642,8176,20.81413406,1152,95,6,2.571217637,2.932715562
969,KANSAS,DECATUR,2886,52.1,41362,29729,373,12.92446292,40,2,2,1.386001386,1.386001386
970,KANSAS,DICKINSON,19384,41.7,48093,24454,2131,10.99360297,529,16,40,2.888980603,2.729054891
971,KANSAS,DONIPHAN,7793,39.6,49375,23986,873,11.20236109,202,28,8,4.619530348,2.592069806
972,KANSAS,DOUGLAS,116352,29.1,52698,28302,20668,17.76333883,3522,411,148,4.804386689,3.027021452
973,KANSAS,EDWARDS,2975,45.4,48684,26567,318,10.68907563,23,9,8,5.714285714,0.773109244
974,KANSAS,ELK,2635,50.8,37393,22040,449,17.0398482,64,4,3,2.65654649,2.428842505
975,KANSAS,ELLIS,29032,32,50140,27103,4008,13.80545605,565,99,0,3.410030311,1.94612841
976,KANSAS,ELLSWORTH,6375,43.8,49134,23851,460,7.215686275,96,123,8,20.54901961,1.505882353
977,KANSAS,FINNEY,36983,30.5,50712,22551,5790,15.65584187,930,100,63,4.407430441,2.514668902
978,KANSAS,FORD,34492,31.1,49688,20749,5871,17.02133828,1262,83,14,2.812246318,3.658819436
979,KANSAS,FRANKLIN,25663,39.3,51465,24597,3357,13.08108951,801,64,12,2.961462027,3.12122511
